nombre,direccion,codigo_postal,puntuacion_media,numero_reviews,tipo_negocio,latitud,longitud
El Pimiento Verde - Quintana,"Calle de Quintana, 1, Madrid",28008,4.4,4009.0,"restaurant, food, point_of_interest, establishment",40.4286407,-3.7152005
LA BOLA,"Calle de la Bola, 5, Madrid",28008,4.2,7105.0,"restaurant, food, point_of_interest, establishment",40.420011,-3.71047
"Hotel Indigo Madrid - Gran Via, an IHG Hotel","Calle de Silva, 6, Madrid",28008,4.3,1937.0,"lodging, point_of_interest, establishment",40.4206372,-3.707305
Hotel Preciados,"Calle de Preciados, 37, Madrid",28008,4.5,1532.0,"lodging, point_of_interest, establishment",40.4196938,-3.707504599999999
Badin,Badin,28009,,,"locality, political",35.4034789,-80.1177335
Badin Volunteer Fire Department- Station 26,"125 North Carolina 740, Badin",28009,5.0,3.0,"fire_station, point_of_interest, establishment",35.4040351,-80.1180385
Cottage House,"32 Falls Road, Badin",28009,,,"lodging, point_of_interest, establishment",35.4053823,-80.1147613
Badin Museum,"60 Falls Road, Badin",28009,4.9,36.0,"museum, tourist_attraction, point_of_interest, establishment",35.4046895,-80.112793
Badin Baptist Church,"28 Falls Road, Badin",28009,4.8,5.0,"church, place_of_worship, point_of_interest, establishment",35.4057606,-80.1152153
Southeastern Outdoor Press,Badin,28009,,,"point_of_interest, establishment",35.40697600000001,-80.1107531
United States Postal Service,"1 Boyden Street, Badin",28009,4.0,5.0,"post_office, finance, point_of_interest, establishment",35.4045365,-80.113686
BADIN MART,"182 North Carolina 740, Badin",28009,3.9,42.0,"convenience_store, food, point_of_interest, store, establishment",35.4060892,-80.1162184
Badin Elementary School,"47 Henderson Street, Badin",28009,3.8,4.0,"primary_school, school, point_of_interest, establishment",35.4019947,-80.1147462
Dollar General,"138 North Carolina 740 Hwy, Badin",28009,4.3,159.0,"convenience_store, drugstore, grocery_or_supermarket, food, point_of_interest, store, health, establishment",35.40435540000001,-80.1175308
Huck Huckabee Web Marketing Services,"28 Kirk Place, Badin",28009,5.0,3.0,"point_of_interest, establishment",35.40114779999999,-80.113654
"Moore's Grading, Inc.","36108 North Carolina 740, Albemarle",28009,4.7,15.0,"general_contractor, point_of_interest, establishment",35.3973028,-80.12569429999999
McDonald Chapel A.M.E. Zion Church,"802 Dewey Street, Badin",28009,5.0,3.0,"church, place_of_worship, point_of_interest, establishment",35.4108194,-80.1242937
Stokes Construction,"293 North Carolina 740, Badin",28009,,,"general_contractor, point_of_interest, establishment",35.4043377,-80.1203383
ERI - Electronic Recyclers International,"293 North Carolina 740 bldg 134, Badin",28009,4.6,86.0,"electronics_store, point_of_interest, store, establishment",35.4042358,-80.1193466
Badin United Methodist Church,"18 Hickory Street, Badin",28009,5.0,2.0,"church, place_of_worship, point_of_interest, establishment",35.40658519999999,-80.1106855
Pine Street Park,"98 Pine Street, Badin",28009,4.3,4.0,"park, point_of_interest, establishment",35.4058569,-80.1098342
Badin Waterfront Park,Badin,28009,5.0,1.0,"park, point_of_interest, establishment",35.4072416,-80.1140635
Badin Branch Library,"62 Pine Street, Badin",28009,5.0,4.0,"library, point_of_interest, establishment",35.405015,-80.1135319
Vann Memorial Library,"62 Pine Street, Badin",28009,,,"library, point_of_interest, establishment",35.4049885,-80.1136092
Atlantic Railways,"1 Boyden Street #100, Badin",28009,,,"point_of_interest, establishment",35.4046101,-80.1136981
Badin Coffee,"42 Falls Road, Badin",28009,4.9,162.0,"cafe, bakery, home_goods_store, health, store, point_of_interest, food, establishment",35.40519520000001,-80.1142637
Yadkin's Narrows Dam Turbine Runner,"46 Falls Road, Badin",28009,5.0,1.0,"museum, point_of_interest, establishment",35.40499039999999,-80.11410649999999
Badin Police Department,"36 Falls Road, Badin",28009,,,"police, local_government_office, point_of_interest, establishment",35.405532,-80.1145135
Town Hall,"36 Falls Road, Badin",28009,5.0,1.0,"local_government_office, point_of_interest, establishment",35.405532,-80.1145135
Coy & Jean's Antiques,"46 Falls Road, Badin",28009,4.9,39.0,"home_goods_store, store, point_of_interest, establishment",35.4050508,-80.11421709999999
Apostille FBI,"36 Falls Road, Badin",28009,,,"local_government_office, point_of_interest, establishment",35.4055726,-80.1145706
Gold Stone LLC,"1 Boyden Street, Badin",28009,,,"general_contractor, point_of_interest, establishment",35.4045253,-80.1136981
Badin Historic District,"84 Maple Street, Badin",28009,5.0,1.0,"point_of_interest, establishment",35.403728,-80.112371
Tho Pizza & Hot Subs,"38 Falls Road, Badin",28009,4.7,358.0,"restaurant, point_of_interest, food, establishment",35.4053181,-80.1145706
Badin Lake Boat Ramp,"293 North Carolina 740, Badin",28009,4.6,221.0,"point_of_interest, establishment",35.4078889,-80.1149726
Teeter's Home Goods,"30 Falls Road, Badin",28009,5.0,4.0,"home_goods_store, store, point_of_interest, establishment",35.4053382,-80.11487559999999
First Presbyterian Church of Badin,Albemarle,28009,5.0,1.0,"church, place_of_worship, point_of_interest, establishment",35.4034093,-80.1092301
RITE TIME REALTY,"24 Falls Road, Badin",28009,,,"real_estate_agency, point_of_interest, establishment",35.40592609999999,-80.1160321
Loafers And Legends,"24 Falls Road, Badin",28009,4.7,19.0,"restaurant, point_of_interest, food, establishment",35.40578680000001,-80.11600159999999
Moser's Maintenance,"87 Nantahala Street, Badin",28009,,,"point_of_interest, establishment",35.4028883,-80.1131497
Hunt Brothers Pizza,"182 North Carolina 740, Badin",28009,,,"restaurant, point_of_interest, food, establishment",35.40607749999999,-80.1162459
Sunoco,"182 North Carolina 740, Badin",28009,3.7,25.0,"gas_station, convenience_store, store, point_of_interest, food, establishment",35.4060697,-80.1162466
Ireland Montroy photography,"21 Henderson Street, Badin",28009,,,"point_of_interest, establishment",35.404004,-80.1150941
Bikers For PTSD,"71 Cedar Street, Badin",28009,,,"point_of_interest, establishment",35.4046594,-80.1055392
ATM (Express Mart Stores),"182 North Carolina 740, Badin",28009,,,"atm, convenience_store, finance, store, point_of_interest, food, establishment",35.40593310000001,-80.1166707
Cube Hydro Carolinas - Administration Offices,"293 North Carolina 740, Badin",28009,,,"point_of_interest, establishment",35.4099879,-80.1156318
Eagle Creek Renewable Energy,"293 North Carolina 740, Badin",28009,4.0,1.0,"point_of_interest, establishment",35.4099309,-80.11569279999999
Go Uwharrie,"293 North Carolina 740, Badin",28009,,,"point_of_interest, establishment",35.4100148,-80.1157267
Atlantic Railways,"161 North Carolina 740, Badin",28009,5.0,1.0,"point_of_interest, establishment",35.40560379999999,-80.11770419999999
Delilah’s Retreat,"144 Maple Street, Badin",28009,5.0,1.0,"real_estate_agency, travel_agency, point_of_interest, establishment",35.40133,-80.11287999999999
Western Union,"Dollar General, 138 North Carolina 740, Badin",28009,,,"finance, point_of_interest, establishment",35.4043445,-80.11742819999999
FedEx OnSite,"138 North Carolina 740, Badin",28009,,,"point_of_interest, establishment",35.4043084,-80.1174679
1913 Badin Inn,"107 Spruce Street, Badin",28009,4.8,90.0,"lodging, point_of_interest, food, establishment",35.4008371,-80.1114729
Utter Digital,"28 Kirk Place, Badin",28009,,,"point_of_interest, establishment",35.40114779999999,-80.113654
ZagBag Board,"34457 Kirk Place, Albemarle",28009,5.0,1.0,"store, point_of_interest, establishment",35.4007744,-80.11288540000001
Khadhero Mori Press Calab,Badin,28009,,,"point_of_interest, establishment",35.4034789,-80.1177335
Sindh Medical Center Badin,Court road Badin Sindh pakistan,28009,,,"hospital, health, point_of_interest, establishment",35.4034789,-80.1177335
Badin Public Access & Swimming,Badin,28009,4.4,276.0,"point_of_interest, establishment",35.41288979999999,-80.1151934
Hardaway Site NCHHM,"North Carolina 740, Badin",28009,5.0,4.0,"point_of_interest, establishment",35.4134217,-80.1062801
Quality Control Coordination Reviews,"80 Henderson Street, Badin",28009,,,"point_of_interest, establishment",35.4002486,-80.1150723
Exact Staff,"293 North Carolina 740 bldg 134, Badin",28009,,,"point_of_interest, establishment",35.40429519999999,-80.12043829999999
Isiah Westbrook Community Center,"507 Roosevelt Street, Badin",28009,4.9,16.0,"point_of_interest, establishment",35.4094621,-80.122626
Mt Zion Missionary Baptist Church,"500 Sherman Street, Badin",28009,4.8,32.0,"church, place_of_worship, point_of_interest, establishment",35.4083071,-80.12337649999999
Church of the Living God,"701 Roosevelt Street, Badin",28009,,,"church, place_of_worship, point_of_interest, establishment",35.4108538,-80.12305789999999
Madrid,Madrid,28010,,,"locality, political",40.41672790000001,-3.7032905
Hotel NH Collection Madrid Colón,"Calle del Marqués de Zurgena, 4, Madrid",28010,4.6,1496.0,"lodging, point_of_interest, establishment",40.42607599999999,-3.689069999999999
Hotel NH Madrid Zurbano,"Calle de Zurbano, 79-81, Madrid",28010,4.2,2898.0,"lodging, point_of_interest, establishment",40.439051,-3.692878
InterContinental Madrid by IHG,"Paseo de la Castellana, 49, Madrid",28010,4.6,4262.0,"lodging, point_of_interest, establishment",40.43632769999999,-3.6902269
Miyama,"Paseo de la Castellana, 45, Madrid",28010,4.6,1203.0,"restaurant, food, point_of_interest, establishment",40.435713,-3.689798799999998
Rosewood Villa Magna,"Paseo de la Castellana, 22, Madrid",28010,4.5,2649.0,"gym, spa, lodging, health, restaurant, food, point_of_interest, establishment",40.4299515,-3.688152499999999
Sagaretxe,"Calle de Eloy Gonzalo, 26, Madrid",28010,4.0,3839.0,"bar, restaurant, food, point_of_interest, establishment",40.434241,-3.701002
Hotel Único Madrid,"Calle de Claudio Coello, 67, Madrid",28010,4.7,527.0,"lodging, restaurant, food, point_of_interest, establishment",40.428537,-3.6863313
Hotel Fénix Gran Meliá - The Leading Hotels of the World,"Calle de Hermosilla, 2, Madrid",28010,4.6,1673.0,"lodging, point_of_interest, establishment",40.426552,-3.68921
Hyatt Regency Hesperia Madrid,"Paseo de la Castellana, 57, Madrid",28010,4.5,1728.0,"lodging, point_of_interest, establishment",40.4388581,-3.6915108
Hotel NH Collection Madrid Abascal,"Calle de José Abascal, 47, Madrid",28010,4.6,2545.0,"lodging, point_of_interest, establishment",40.438314,-3.695182
ICON Embassy,"Calle de Serrano, 46, Madrid",28010,4.4,857.0,"lodging, restaurant, food, point_of_interest, establishment",40.4270199,-3.6873236
ibis Madrid Centro,"Calle de Manuela Malasaña, 6, Madrid",28010,4.4,1258.0,"lodging, point_of_interest, establishment",40.4287373,-3.703080499999999
Petit Palace Santa Barbara,"Plaza de Santa Bárbara, 10, Madrid",28010,4.5,1702.0,"lodging, restaurant, food, point_of_interest, establishment",40.4264258,-3.696379599999999
Petit Palace President Castellana,"Calle del Marqués de Villamagna, 4, Madrid",28010,4.0,1516.0,"lodging, point_of_interest, establishment",40.42923569999999,-3.688395499999999
Hotel Gran Versalles,"Calle de Covarrubias, 4, Madrid",28010,4.2,2335.0,"lodging, point_of_interest, establishment",40.4284208,-3.6970266
Hotel NH Madrid Chamberí,"Calle de Bretón de los Herreros, 29, Madrid",28010,4.3,814.0,"lodging, point_of_interest, establishment",40.439586,-3.69827
Hotel Sardinero Madrid,"Plaza de Alonso Martínez, 3, Madrid",28010,4.6,863.0,"lodging, point_of_interest, establishment",40.4282198,-3.6960866
Hotel Miguel Angel,"Calle de Miguel Ángel, 31, Madrid",28010,4.1,2004.0,"lodging, point_of_interest, establishment",40.4376228,-3.6914117
Centro,Centro,28010,,,"sublocality_level_1, sublocality, political",40.4167234,-3.7033851
Casa Almagro by The Pavilions Hotels & Resorts,"Calle de Amador de los Ríos, 3, Madrid",28010,4.6,412.0,"lodging, point_of_interest, establishment",40.4270812,-3.691410200000001
Meliá Madrid Serrano,"Calle de Claudio Coello, 139, Madrid",28010,4.4,2743.0,"lodging, point_of_interest, establishment",40.435977,-3.685441
Hotel One Shot Luchana 22,"Calle de Luchana, 22, Madrid",28010,4.0,808.0,"lodging, point_of_interest, establishment",40.43028249999999,-3.700095799999999
Taste Me - Restaurante Chamberí con terraza - Carne a la brasa,"Calle de Santa Engracia, 53, Madrid",28010,4.2,989.0,"bar, restaurant, food, point_of_interest, establishment",40.43337409999999,-3.6983286
Relais & Chateaux Hotel Orfila,"Calle de Orfila, 6, Madrid",28010,4.6,615.0,"lodging, point_of_interest, establishment",40.4272003,-3.6932807
Hotel Suites Barrio De Salamanca,"Calle del General Oráa, 17, Madrid",28010,4.4,386.0,"lodging, point_of_interest, establishment",40.4363629,-3.6857229
Apart-Hotel Serrano Recoletos,"Calle de Villanueva, 2, Madrid",28010,3.6,866.0,"lodging, point_of_interest, establishment",40.4227751,-3.6900327
Bar Tomate,"Calle de Fernando el Santo, 26, Madrid",28010,4.2,3338.0,"bar, restaurant, food, point_of_interest, establishment",40.4279549,-3.6905347
Hotel Serrano,"Calle del Marqués de Villamejor, 8, Madrid",28010,4.2,484.0,"lodging, point_of_interest, establishment",40.4310378,-3.6874355
Sercotel Gran Hotel Conde Duque,"Plaza del Conde del Valle de Súchil, 5, Madrid",28010,4.3,2763.0,"lodging, point_of_interest, establishment",40.43076910000001,-3.7077407
El Pedrusco de Aldealcorvo,"Calle de Juan de Austria, 27, Madrid",28010,4.6,791.0,"restaurant, food, point_of_interest, establishment",40.4339751,-3.700078
Hotel Avani Alonso Martínez Madrid - Formerly NH Alonso Martínez,"Calle de Santa Engracia, 5, Madrid",28010,4.3,1367.0,"lodging, point_of_interest, establishment",40.42869899999999,-3.696126
Hotel NH Madrid Lagasca,"Calle de Lagasca, 64, Madrid",28010,4.2,907.0,"lodging, point_of_interest, establishment",40.427538,-3.685109000000001
Tribu Malasaña,"Calle de San Vicente Ferrer, 1, Madrid",28010,3.6,1486.0,"lodging, point_of_interest, establishment",40.42540109999999,-3.7012226
VP Jardín de Recoletos,"Calle de Gil de Santivañes, 6, Madrid",28010,4.5,671.0,"lodging, parking, restaurant, food, point_of_interest, establishment",40.4223075,-3.689168100000001
Urso Hotel & Spa,"Calle de Mejía Lequerica, 8, Madrid",28010,4.6,1204.0,"lodging, point_of_interest, establishment",40.4268551,-3.6982195
La Fragua de Sebín,"Calle del Divino Pastor, 21, Madrid",28010,4.2,1603.0,"restaurant, food, point_of_interest, establishment",40.4275263,-3.703811299999999
Barceló Emperatriz,"Calle de López de Hoyos, 4, Madrid",28010,4.6,1193.0,"lodging, point_of_interest, establishment",40.43636859999999,-3.688504699999999
Hostal Chueca,"Calle de Hortaleza, 74, Madrid",28010,4.0,1436.0,"lodging, point_of_interest, establishment",40.42329829999999,-3.698821699999999
Museo de Cera,"Plaza de Colón, 1, Madrid",28010,4.1,9921.0,"tourist_attraction, museum, point_of_interest, establishment",40.42507459999999,-3.691512899999999
ABC Serrano Commercial Center,"Calle de Serrano, 61, Madrid",28010,3.9,9836.0,"shopping_mall, supermarket, grocery_or_supermarket, clothing_store, shoe_store, store, point_of_interest, food, establishment",40.4321406,-3.6870326
La Mordida,"Calle de Belén, 13, Madrid",28010,4.3,2570.0,"restaurant, point_of_interest, food, establishment",40.4244135,-3.6959487
Ojalá,"Calle de San Andrés, 1, Madrid",28010,4.3,8768.0,"restaurant, point_of_interest, food, establishment",40.42552699999999,-3.7039978
Biblioteca Nacional de España,"Paseo de Recoletos, 20-22, Madrid",28010,4.5,1607.0,"tourist_attraction, library, point_of_interest, establishment",40.4237879,-3.690245199999999
Museo del Romanticismo,"Calle de San Mateo, 13, Madrid",28010,4.5,8291.0,"tourist_attraction, museum, point_of_interest, establishment",40.4258946,-3.6987643
Pasteleria El Gato Persa,"Calle de Bárbara de Braganza, 10, Madrid",28010,3.8,659.0,"bakery, store, point_of_interest, food, establishment",40.423378,-3.692666
Las Tortillas de Gabino,"Calle de Rafael Calvo, 20, Madrid",28010,4.5,2465.0,"restaurant, point_of_interest, food, establishment",40.4338707,-3.6938244
La Vía Láctea,"Calle de Velarde, 18, Madrid",28010,4.2,3925.0,"bar, point_of_interest, establishment",40.4269012,-3.7029216
Only YOU Boutique Hotel,"Calle del Barquillo, 21, Madrid",28010,4.6,2720.0,"lodging, point_of_interest, establishment",40.42225579999999,-3.6957491
La Musa Malasaña,"Calle de Manuela Malasaña, 18, Madrid",28010,4.5,3965.0,"bar, restaurant, point_of_interest, food, establishment",40.42881359999999,-3.7043854
Gimnasio Metropolitan,"Calle de José Abascal, 46, Madrid",28010,4.2,653.0,"gym, beauty_salon, health, point_of_interest, establishment",40.4380081,-3.693802
Hospital Universitario Vithas Madrid La Milagrosa,"Calle de Modesto Lafuente, 14, Madrid",28010,3.9,2264.0,"hospital, doctor, health, point_of_interest, establishment",40.4370011,-3.6956373
Clamores,"Calle de Alburquerque, 14, Madrid",28010,4.3,2911.0,"night_club, bar, point_of_interest, establishment",40.431118,-3.700957700000001
HM Hospital Universitario Madrid,"Plaza del Conde del Valle de Súchil, 16, Madrid",28010,3.2,1061.0,"hospital, doctor, health, point_of_interest, establishment",40.43133589999999,-3.7067761
Areia Club,"Calle de Hortaleza, 92, Madrid",28010,4.4,4871.0,"night_club, bar, restaurant, point_of_interest, food, establishment",40.4245406,-3.6980344
U HOSTELS ALBERGUES JUVENILES SL,"Calle de Sagasta, 22, Madrid",28010,4.1,347.0,"lodging, point_of_interest, establishment",40.42795,-3.69827
Fortuny Home Club,"Calle de Fortuny, 34, Madrid",28010,3.9,4759.0,"restaurant, point_of_interest, food, establishment",40.43445529999999,-3.689987899999999
Krachai - Thai Cuisine,"Calle de Fernando VI, 11, Madrid",28010,4.2,1495.0,"restaurant, point_of_interest, food, establishment",40.4254055,-3.696202500000001
Amistad Cristiana Madrid,"Calle de Fuencarral, 136, Madrid",28010,4.7,90.0,"church, place_of_worship, point_of_interest, establishment",40.4315305,-3.702939799999999
Brunch by Café Oliver,"Calle de Caracas, 10, Madrid",28010,3.8,121.0,"restaurant, point_of_interest, food, establishment",40.4305827,-3.694306799999999
Madrid,Madrid,28011,,,"locality, political",40.41672790000001,-3.7032905
Parque de Atracciones de Madrid,"Casa de Campo, s/n, Madrid",28011,4.1,37183.0,"amusement_park, tourist_attraction, point_of_interest, establishment",40.411883,-3.750058
Zoo Aquarium de Madrid,"Casa de Campo, S/N, Madrid",28011,4.2,37759.0,"zoo, tourist_attraction, aquarium, park, point_of_interest, establishment",40.4089556,-3.761228799999999
Casa de Campo,"Paseo de la Puerta del Ángel, 1, Madrid",28011,4.5,51775.0,"park, tourist_attraction, point_of_interest, establishment",40.4252589,-3.7526816
Multi-use Pavilion Madrid Arena,"Avenida de Portugal, s/n, Madrid",28011,4.1,2491.0,"stadium, point_of_interest, establishment",40.4130096,-3.7382091
BBVA,"Paseo de Extremadura, 145, Madrid",28011,2.0,68.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.40977340000001,-3.738574700000001
Brinzal,"Camino del Robledal, 2, Madrid",28011,4.6,238.0,"point_of_interest, establishment",40.41531719999999,-3.745409800000001
La Escuela Boxeo Kickboxing JERO GARCÍA,"Calle Hilario Sangrador, 8, Madrid",28011,4.6,115.0,"gym, health, school, point_of_interest, establishment",40.4079781,-3.742480499999999
Edward Olive,"Calle de las Higueras, 16, Madrid",28011,4.9,254.0,"store, point_of_interest, establishment",40.40629939999999,-3.7452307
Ceip EEUU DE AMERICA - HUARTE DE SAN JUAN,"Paseo del Comandante Fortea, 71, Madrid",28011,,,"school, point_of_interest, establishment",40.4287085,-3.7336951
Cooperative Education José Ramón Otero Soc. Coop. Mad.,"Calle de Francisco Brizuela, 3, Madrid",28011,4.3,86.0,"point_of_interest, establishment",40.40941469999999,-3.7386887
CLÍNICA DEL PIE Martín Gutiérrez,"Avenida de Portugal, 157, Madrid",28011,4.8,60.0,"doctor, health, point_of_interest, establishment",40.4105847,-3.738708800000001
Escuela Superior de Hostelería y Turismo,"Paseo de la Puerta del Ángel, 5, Madrid",28011,,,"school, point_of_interest, establishment",40.4155613,-3.7321709
El Templo del Placer Madrid,"Calle Principal de Provincias, 8, Madrid",28011,4.6,471.0,"restaurant, night_club, point_of_interest, food, establishment",40.41439140000001,-3.7326358
Parque Teleferico Madrid,"Camino del Robledal, 2, Madrid",28011,4.4,96.0,"park, point_of_interest, establishment",40.4198059,-3.7478212
Fuente de las Siete Hermanas,"Camino del Robledal, 2, Madrid",28011,4.2,24.0,"tourist_attraction, point_of_interest, establishment",40.41573959999999,-3.7463879
La Máquina,"Carretera del Parque de Atracciones, 3, Madrid",28011,3.1,58.0,"amusement_park, point_of_interest, establishment",40.41292859999999,-3.7499503
Puente de la Agachadiza,Madrid,28011,4.7,3.0,"point_of_interest, establishment",40.41670049999999,-3.7435297
Top Spin,"Paseo de la Venta, 66, Madrid",28011,3.6,30.0,"amusement_park, point_of_interest, establishment",40.4127322,-3.7502482
Moncloa - Aravaca,Moncloa - Aravaca,28011,,,"sublocality_level_1, sublocality, political",40.4417819,-3.753666299999999
Los Rápidos,"Carretera del Parque de Atracciones, s/n, Madrid",28011,3.8,46.0,"amusement_park, point_of_interest, establishment",40.4123916,-3.7509222
Circus School Carampa,"Camino del Robledal, 2, s/n, Madrid",28011,4.8,50.0,"point_of_interest, establishment",40.4153177,-3.744294
Cine 4D,"Paseo de la Venta, 66, Madrid",28011,3.5,11.0,"movie_theater, point_of_interest, establishment",40.4121962,-3.7512087
Rotor,Madrid,28011,4.2,25.0,"amusement_park, point_of_interest, establishment",40.412745,-3.747899
Buffet Libre Gran Avenida,"Casa de Campo, S/N, Madrid",28011,2.1,46.0,"restaurant, food, point_of_interest, establishment",40.4117518,-3.750442399999999
Tifón,"Parque de Atracciones Madrid, Casa de Campo, s/n, Madrid",28011,4.4,78.0,"amusement_park, point_of_interest, establishment",40.4123653,-3.7481624
Vertigo,"Paseo de la Venta, 66, Madrid",28011,3.9,41.0,"point_of_interest, establishment",40.4115298,-3.751253499999999
Cavalry Unit - National Police,"Calle de Tomás Sanz, 10, Madrid",28011,4.6,48.0,"point_of_interest, establishment",40.4139344,-3.7439714
Los Fiordos,"Casa de campo, s/n, Madrid",28011,4.0,48.0,"amusement_park, point_of_interest, establishment",40.41093739999999,-3.751797899999999
The Walking Dead Experience,"Calle de Villamanín, 10, Madrid",28011,3.9,203.0,"amusement_park, point_of_interest, establishment",40.41129979999999,-3.7491164
Photocall Nickelodeon,"Paseo de la Venta, 3, Madrid",28011,,,"point_of_interest, establishment",40.4096926,-3.7516158
Leopardos,"Carretera Zarzón, 6, Madrid",28011,4.4,15.0,"zoo, point_of_interest, establishment",40.4108916,-3.763381
Madrid Municipal Police,"Avenida Principal, 6, Madrid",28011,,,"police, point_of_interest, establishment",40.4136615,-3.7395569
Morboria S.L.,"Calle de Villamanín, 14, Madrid",28011,4.3,7.0,"point_of_interest, establishment",40.4079414,-3.749274800000001
Glass Pavilion,"Pabellón De Cristal, Avenida Principal, 16, Madrid",28011,3.9,5067.0,"point_of_interest, establishment",40.414663,-3.7383356
El Parque Félix - Chiringuito del Batán,"Calle de Villamanín, Madrid",28011,3.7,848.0,"bar, point_of_interest, establishment",40.4078609,-3.7526911
Peluquería María Gan,"Calle de Villamanín, 38, A, Madrid",28011,4.9,50.0,"hair_care, point_of_interest, establishment",40.4079086,-3.7511143
El Repartidor Pond,"Carretera Garabitas, 7, Madrid",28011,4.0,71.0,"point_of_interest, establishment",40.4339808,-3.7460978
Milyuncolor,"Calle de Villamanín, Madrid",28011,,,"point_of_interest, establishment",40.407771,-3.7510802
Colegio Divino Maestro,"Calle del Doctor Blanco Nájera, 1, Madrid",28011,,,"school, point_of_interest, establishment",40.4087804,-3.7444241
Herboristeria Dovaires,"nº7, Calle de Villamanín, Madrid",28011,4.2,6.0,"point_of_interest, store, establishment",40.4077039,-3.749287799999999
SolucionesCreativas360.es,"Calle de Villavaliente, 8, Madrid",28011,,,"point_of_interest, establishment",40.4076355,-3.7494609
DIVERSION ILIMITADA,"Calle de Villasandino, 12, Madrid",28011,,,"point_of_interest, establishment",40.4069358,-3.750097799999999
Misioneras de María Mediadora Universal,"Calle de Villamanín, 31, Madrid",28011,1.0,1.0,"church, place_of_worship, point_of_interest, establishment",40.4071874,-3.7521081
Óptica Centro de Optometría Greco,"Calle Villavieja, 2, Madrid",28011,4.8,159.0,"doctor, health, point_of_interest, store, establishment",40.40782529999999,-3.7478212
BlackDevelopers,"Calle de Villavaliente, 13, Madrid",28011,,,"point_of_interest, establishment",40.4069641,-3.7508647
Asepro Asesores,"C/ Villamanín, 33, Madrid",28011,3.3,7.0,"finance, point_of_interest, establishment",40.4069344,-3.7525374
Post Office,"Calle Carlina, 8, Madrid",28011,2.9,213.0,"post_office, finance, point_of_interest, establishment",40.40462029999999,-3.7511568
CIFP Escuela de la Vid,"Travesía Vino, 3, Madrid",28011,,,"secondary_school, school, point_of_interest, establishment",40.4107023,-3.740707399999999
Manuel Gómez Rodríguez,"Calle de Villamanín, 48, Madrid",28011,,,"food, point_of_interest, store, establishment",40.4062479,-3.753770499999999
Dirección General de Emergencias y Protección Civil,"Avenida Principal, 2, Madrid",28011,1.0,3.0,"local_government_office, point_of_interest, establishment",40.4119254,-3.739004700000001
PRODES SL,"Calle de El Greco, 12, Madrid",28011,,,"point_of_interest, establishment",40.4079403,-3.7461075
TerritorioRC - TRCshop,"plaza Centro Comercial, Calle de El Greco, 12, local 11, Madrid",28011,4.6,45.0,"point_of_interest, store, establishment",40.4079511,-3.7460151
Caronte Asesores y Consultores S.L,"Calle de Dante, 1, Madrid",28011,3.0,2.0,"point_of_interest, establishment",40.4082909,-3.7443752
merinogesfincas,"Calle de Villasandino, 38, Madrid",28011,,,"point_of_interest, establishment",40.4060424,-3.7525161
Colegio San Buenaventura,"Calle de El Greco, 16, Madrid",28011,,,"school, point_of_interest, establishment",40.40761940000001,-3.7469336
LA CATEDRAL EVENTOS,"Metro Batán, Calle de El Greco, 27, Madrid",28011,3.5,140.0,"point_of_interest, establishment",40.4073733,-3.747159699999999
APP INFORMATICA,"Calle de El Greco, 27, Madrid",28011,4.6,95.0,"electronics_store, point_of_interest, store, establishment",40.4073881,-3.747068899999999
Fotógrafo de bodas,"Calle de Dante, 1, Madrid",28011,4.6,5.0,"point_of_interest, establishment",40.40832829999999,-3.744294699999999
Tienda Central,"s/n,, Madrid",28011,5.0,3.0,"point_of_interest, store, establishment",40.4090964,-3.764957
Belmont,Belmont,28012,,,"locality, political",35.2438483,-81.0377936
R C Bridgeman Appraisals Inc,"4509 Brent Wood Drive, Belmont",28012,,,"finance, point_of_interest, establishment",35.20572,-81.0315362
South Point Freewill Baptist,"297 Gaither Road, Belmont",28012,4.5,8.0,"church, place_of_worship, point_of_interest, establishment",35.2097266,-81.0332502
Gastonia Wedding Photography with Becky Perkins,"513 Paradise Circle, Belmont",28012,,,"point_of_interest, establishment",35.187665,-81.04540999999999
South Point Baptist Church,"124 Horsley Avenue, Belmont",28012,4.9,24.0,"church, place_of_worship, point_of_interest, establishment",35.21574119999999,-81.0366593
Sunoco,"1901 South Point Road, Belmont",28012,4.7,23.0,"gas_station, convenience_store, food, point_of_interest, store, establishment",35.2017323,-81.0234885
Jim's Grocery Bait & Tackle,"1901 South Point Road, Belmont",28012,4.3,181.0,"gas_station, point_of_interest, store, establishment",35.2018971,-81.02345319999999
SOUTH POINT RIDGE HOA,"1113 Victoria Blake Lane, Belmont",28012,4.1,18.0,"point_of_interest, establishment",35.21854519999999,-81.0453697
ATM,"1901 South Point Road, Belmont",28012,,,"atm, finance, point_of_interest, establishment",35.2017479,-81.02342600000001
Belle Meade - Brookline Homes,"4124 Belle Meade Circle, Belmont",28012,,,"general_contractor, point_of_interest, establishment",35.2043744,-81.0341878
Yeh Andol MD,"4201 Belle Meade Circle, Belmont",28012,,,"doctor, health, point_of_interest, establishment",35.2035453,-81.03267489999999
Gaston county,"4061 Belle Meade Circle, Belmont",28012,,,"food, point_of_interest, store, establishment",35.206101,-81.0333814
B&M Tree Service,"832 Edgewater Drive, Belmont",28012,4.8,5.0,"point_of_interest, establishment",35.1933562,-81.0483088
